Profissional   |     Data                     |     Linha     |     Função                                |     Classe                                  |     URL                                                                             |     Arquivo                                                                         |     Mensagem                                          
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2              |     2011-09-01 16:07:30      |     377       |     render                                |     ezcGraphPieChart                        |     /oasis/inicio/box-execucao-contrato                                             |     /var/www/oasis/application/modules/default/controllers/InicioController.php     |     Could not fit string 'Jan 2010' with font size '6' in box '91.090909090909 * 5.9090909090909'. Possible solutions to solve this problem:     - Decrease the amount of steps on the axis.     - Increase the size of the chart.     - Decrease the minimum font size.     - Use a font which consumes less space for each character.
2              |     2011-09-02 12:17:06      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-02 16:07:34      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-05 08:49:10      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-05 09:37:56      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-05 10:16:21      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-05 13:05:28      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-05 13:50:34      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-05 13:51:48      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-05 14:54:06      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-09 08:33:10      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-09 11:50:10      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-12 15:01:52      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-12 16:43:17      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-13 08:31:48      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-13 09:15:48      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-13 15:35:50      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-15 15:31:41      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-15 15:33:07      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-16 10:10:57      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-16 11:32:31      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
               |     2011-09-16 14:51:30      |     305       |     _authenticateCreateSelect             |     Zend_Auth_Adapter_DbTable               |     /oasis/auth                                                                     |     /var/www/oasis/library/Zend/Auth/Adapter/DbTable.php                            |     SQLSTATE[08006] [7] timeout expired               
2              |     2011-09-16 14:51:46      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-19 09:05:23      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-19 15:28:36      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-19 15:38:21      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-22 08:25:39      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
2              |     2011-09-28 08:04:39      |     289       |     dispatch                              |     Zend_Controller_Action                  |     /oasis/inicio/box-saldo-horas-contrato                                          |     /var/www/oasis/library/Zend/Controller/Dispatcher/Standard.php                  |     Bar charts do not support axis with unregualr steps sizes.
